Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
PTK2,-18.385357807426008,15,PTM-SEA,0.6888888888888889,3,TK,FAK,FAK,PTK2
MAP2K7,0,29,PTM-SEA,0,1,STE,STE7,MEK7,MAP2K7
JAK2,27.55393406738743,11,PTM-SEA,0.7777777777777778,4,TK,JAKA,JAKA,JAK2
MAP3K6,0,29,PTM-SEA,0,1,STE,STE11,ASK,MAP3K6
ABL1,-0.41948028494486245,28,PTM-SEA,0.4,2,TK,ABL,ABL,ABL1
EGFR,17.71488692636866,16,PTM-SEA,0.6666666666666666,3,TK,EGFR,EGFR,EGFR
ERBB2,23.505708535058623,13,PTM-SEA,0.7333333333333333,3,TK,EGFR,EGFR,ERBB2
INSR,-20.925561120187165,14,PTM-SEA,0.7111111111111111,3,TK,INSR,INSR,INSR
LCK,17.279011766303512,18,PTM-SEA,0.6222222222222222,3,TK,SRC,SRCB,LCK
FYN,-16.313004127975873,20,PTM-SEA,0.5777777777777777,3,TK,SRC,SRCA,FYN
YES1,10.398009442782715,21,PTM-SEA,0.5555555555555556,3,TK,SRC,SRCA,YES1
LYN,5.236716300006457,23,PTM-SEA,0.5111111111111111,3,TK,SRC,SRCB,LYN
RET,-3.592051700317469,24,PTM-SEA,0.4888888888888889,2,TK,RET,RET,RET
IGF1R,-43.939844418654,5,PTM-SEA,0.9111111111111111,4,TK,INSR,INSR,IGF1R
MET,3.1439921223346907,25,PTM-SEA,0.4666666666666667,2,TK,MET,MET,MET
HCK,0,29,PTM-SEA,0,1,TK,SRC,SRCB,HCK
ROS1,0,29,PTM-SEA,0,1,TK,SEV,SEV,ROS1
PDGFRB,-31.701504691865726,9,PTM-SEA,0.8222222222222222,4,TK,PDGFR,PDGFR,PDGFRB
FGR,0,29,PTM-SEA,0,1,TK,SRC,SRCA,FGR
SRC,16.873181277668966,19,PTM-SEA,0.6,3,TK,SRC,SRCA,SRC
FLT1,0,29,PTM-SEA,0,1,TK,VEGFR,VEGFR,FLT1
FGFR3,0,29,PTM-SEA,0,1,TK,FGFR,FGFR,FGFR3
JAK1,-44.37530541783357,4,PTM-SEA,0.9333333333333333,4,TK,JAKA,JAKA,JAK1
TYK2,0,29,PTM-SEA,0,1,TK,JAKA,JAKA,TYK2
FLT4,0,29,PTM-SEA,0,1,TK,VEGFR,VEGFR,FLT4
KDR,-36.64458578730925,7,PTM-SEA,0.8666666666666667,4,TK,VEGFR,VEGFR,KDR
MAP2K2,0,29,PTM-SEA,0,1,STE,STE7,MEK1,MAP2K2
ABL2,0,29,PTM-SEA,0,1,TK,ABL,ABL,ABL2
ZAP70,42.903285986210825,6,PTM-SEA,0.8888888888888888,4,TK,SYK,SYK,ZAP70
SYK,-35.20847945328966,8,PTM-SEA,0.8444444444444444,4,TK,SYK,SYK,SYK
MAP2K4,-1.7657671250261986,27,PTM-SEA,0.4222222222222222,2,STE,STE7,MEK4,MAP2K4
MAP2K3,0,29,PTM-SEA,0,1,STE,STE7,MEK3,MAP2K3
BMX,25.357142857142854,12,PTM-SEA,0.7555555555555555,4,TK,TEC,TEC,BMX
JAK3,9.128571428571426,22,PTM-SEA,0.5333333333333333,3,TK,JAKA,JAKA,JAK3
MAP2K6,0,29,PTM-SEA,0,1,STE,STE7,MEK3,MAP2K6
EPHA4,0,29,PTM-SEA,0,1,TK,EPH,EPH,EPHA4
MAP2K1,49.76150800968192,1,PTM-SEA,1,4,STE,STE7,MEK1,MAP2K1
MST1R,17.360171322043506,17,PTM-SEA,0.6444444444444445,3,TK,MET,MET,MST1R
ITK,2.7265966163234907,26,PTM-SEA,0.4444444444444444,2,TK,TEC,TEC,ITK
DYRK1A,0,29,PTM-SEA,0,1,CMGC,DYRK,DYRK1,DYRK1A
PTK6,45.634127340174935,3,PTM-SEA,0.9555555555555556,4,TK,SRC,SRM,PTK6
PTK2B,0,29,PTM-SEA,0,1,TK,FAK,FAK,PTK2B
ERBB4,0,29,PTM-SEA,0,1,TK,EGFR,EGFR,ERBB4
NTRK2,31.158273381294975,10,PTM-SEA,0.8,4,TK,TRK,TRK,NTRK2
MAP3K5,0,29,PTM-SEA,0,1,STE,STE11,ASK,MAP3K5
ALK,-46.467375396412024,2,PTM-SEA,0.9777777777777777,4,TK,ALK,ALK,ALK
AAK1,305,272,KEA3,0.07714285714285714,1,OTHER,NAK,BIKE,AAK1
ABL1,42.666666666666664,25,KEA3,0.9314285714285714,4,TK,ABL,ABL,ABL1
ABL2,95,90,KEA3,0.7,3,TK,ABL,ABL,ABL2
ACVR1,165,172,KEA3,0.4057142857142857,2,TKL,STKR,TYPE1,ACVR1
ACVR1B,195.5,197,KEA3,0.32,2,TKL,STKR,TYPE1,ACVR1B
ACVR2B,10,4,KEA3,0.9914285714285714,4,TKL,STKR,TYPE2,ACVR2B
AKT1,71,55,KEA3,0.8285714285714286,4,AGC,AKT,AKT,AKT1
AKT2,78.66666666666667,68,KEA3,0.7885714285714286,4,AGC,AKT,AKT,AKT2
AKT3,223,221,KEA3,0.23714285714285716,1,AGC,AKT,AKT,AKT3
ALK,14,7,KEA3,0.9828571428571429,4,TK,ALK,ALK,ALK
ARAF,33.5,16,KEA3,0.9571428571428572,4,TKL,RAF,RAF,ARAF
ATM,90.33333333333333,84,KEA3,0.7257142857142858,3,ATYPICAL,PIKK,ATM,ATM
ATR,87,78,KEA3,0.7542857142857143,4,ATYPICAL,PIKK,ATR,ATR
AURKA,102.66666666666667,101,KEA3,0.6628571428571428,3,OTHER,AUR,AUR,AURKA
AURKB,61,44,KEA3,0.8714285714285714,4,OTHER,AUR,AUR,AURKB
AURKC,185,188,KEA3,0.3457142857142857,2,OTHER,AUR,AUR,AURKC
