Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
SGK1,0,33,PTM-SEA,0,1,AGC,SGK,NA,SGK1
CHEK1,48.029218274459055,9,PTM-SEA,0.8805970149253731,4,CAMK,CAMKL,CHK1,CHEK1
AURKA,-48.43876266471992,8,PTM-SEA,0.8955223880597015,4,OTHER,AUR,NA,AURKA
RPS6KA5,24.50343493597313,20,PTM-SEA,0.582089552238806,3,AGC,RSK,MSK,RPS6KA5
CHEK2,55.19788542633956,6,PTM-SEA,0.9253731343283582,4,CAMK,RAD53,NA,CHEK2
RAF1,-4.384620875868485,30,PTM-SEA,0.417910447761194,2,TKL,RAF,RAF,RAF1
PRKCB,-29.855125586208388,17,PTM-SEA,0.6268656716417911,3,AGC,PKC,ALPHA,PRKCB
CDK1,-33.44672917510304,16,PTM-SEA,0.6417910447761194,3,CMGC,CDK,CDC2,CDK1
ARAF,0,33,PTM-SEA,0,1,TKL,RAF,RAF,ARAF
PIM1,35.0434307329975,15,PTM-SEA,0.6567164179104478,3,CAMK,PIM,NA,PIM1
CDK4,1.1697547186296455,32,PTM-SEA,0.3880597014925373,2,CMGC,CDK,CDK4,CDK4
SRC,0,33,PTM-SEA,0,1,TK,SRC,SRCA,SRC
BRAF,0,33,PTM-SEA,0,1,TKL,RAF,RAF,BRAF
PRKCA,5.853907732651862,28,PTM-SEA,0.44776119402985076,2,AGC,PKC,ALPHA,PRKCA
PRKACA,3.525829420921098,31,PTM-SEA,0.40298507462686567,2,AGC,PKA,NA,PRKACA
PRKACG,35.0434307329975,15,PTM-SEA,0.6567164179104478,3,AGC,PKA,NA,PRKACG
PRKACB,35.0434307329975,15,PTM-SEA,0.6567164179104478,3,AGC,PKA,NA,PRKACB
RPS6KB1,18.954254639843374,23,PTM-SEA,0.5223880597014925,3,AGC,RSK,P70,RPS6KB1
CDK2,-15.81722005506365,25,PTM-SEA,0.4925373134328358,2,CMGC,CDK,CDC2,CDK2
MAPK3,37.22081402867724,14,PTM-SEA,0.7910447761194029,4,CMGC,MAPK,ERK1,MAPK3
MAPK1,43.49357643383392,12,PTM-SEA,0.835820895522388,4,CMGC,MAPK,ERK1,MAPK1
AKT1,-5.308476212751419,29,PTM-SEA,0.43283582089552236,2,AGC,AKT,NA,AKT1
AKT2,24.550901329349593,19,PTM-SEA,0.5970149253731343,3,AGC,AKT,NA,AKT2
MAP3K8,0,33,PTM-SEA,0,1,STE,STE-UNIQUE,NA,MAP3K8
PRKCI,35.0434307329975,15,PTM-SEA,0.6567164179104478,3,AGC,PKC,IOTA,PRKCI
MTOR,0,33,PTM-SEA,0,1,ATYPICAL,PIKK,FRAP,MTOR
MAPK8,68.24009269951917,5,PTM-SEA,0.9402985074626866,4,CMGC,MAPK,JNK,MAPK8
MAPK9,0,33,PTM-SEA,0,1,CMGC,MAPK,JNK,MAPK9
CSNK1A1,0,33,PTM-SEA,0,1,CK1,CK1,CK1-A,CSNK1A1
CSNK1D,0,33,PTM-SEA,0,1,CK1,CK1,CK1-D,CSNK1D
MAPKAPK2,41.447146292130974,13,PTM-SEA,0.8059701492537313,4,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
CDK7,-54.635294117647064,7,PTM-SEA,0.9104477611940298,4,CMGC,CDK,CDK7,CDK7
CDK9,22.25882352941176,22,PTM-SEA,0.5373134328358209,3,CMGC,CDK,CDK9,CDK9
RPS6KA3,23.774432749716983,21,PTM-SEA,0.5671641791044776,3,AGC,RSK,RSK,RPS6KA3
NEK2,0,33,PTM-SEA,0,1,OTHER,NEK,NEK2,NEK2
DAPK1,0,33,PTM-SEA,0,1,CAMK,DAPK,DAPK,DAPK1
PRKAA2,0,33,PTM-SEA,0,1,CAMK,CAMKL,AMPK,PRKAA2
CSNK2A1,82.04992128643909,2,PTM-SEA,0.9850746268656716,4,CMGC,CK2,NA,CSNK2A1
PRKDC,84.98823529411764,1,PTM-SEA,1,4,ATYPICAL,PIKK,DNAPK,PRKDC
ATM,0,33,PTM-SEA,0,1,ATYPICAL,PIKK,ATM,ATM
AURKB,-44.54292981983659,11,PTM-SEA,0.8507462686567164,4,OTHER,AUR,NA,AURKB
CDK3,0,33,PTM-SEA,0,1,CMGC,CDK,CDC2,CDK3
CDK6,22.25882352941176,22,PTM-SEA,0.5373134328358209,3,CMGC,CDK,CDK4,CDK6
CDK5,8.444556708542445,26,PTM-SEA,0.47761194029850745,2,CMGC,CDK,CDK5,CDK5
PRKCE,35.0434307329975,15,PTM-SEA,0.6567164179104478,3,AGC,PKC,ETA,PRKCE
PRKCQ,35.0434307329975,15,PTM-SEA,0.6567164179104478,3,AGC,PKC,DELTA,PRKCQ
PRKCZ,0,33,PTM-SEA,0,1,AGC,PKC,IOTA,PRKCZ
PRKCD,0,33,PTM-SEA,0,1,AGC,PKC,DELTA,PRKCD
PRKAA1,69.26622984367896,4,PTM-SEA,0.9552238805970149,4,CAMK,CAMKL,AMPK,PRKAA1
PAK1,7.718935452875758,27,PTM-SEA,0.4626865671641791,2,STE,STE20,PAKA,PAK1
PRKG2,41.447146292130974,13,PTM-SEA,0.8059701492537313,4,AGC,PKG,NA,PRKG2
ROCK1,0,33,PTM-SEA,0,1,AGC,DMPK,ROCK,ROCK1
ATR,78.71016988097104,3,PTM-SEA,0.9701492537313433,4,ATYPICAL,PIKK,ATR,ATR
